DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,CURRENCY: Currency,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,13201,USD: USD,3: thousands,,National authorities,Converted 0.5147 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,13314,USD: USD,3: thousands,,National authorities,Converted 0.4936 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,12262,USD: USD,3: thousands,,National authorities,Converted 0.5074 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,21399,USD: USD,3: thousands,,National authorities,Converted 0.5148 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,28436,USD: USD,3: thousands,,National authorities,Converted 0.4915 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,26311,USD: USD,3: thousands,,National authorities,Converted 0.5247 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,35224,USD: USD,3: thousands,,National authorities,Converted 0.5784 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,38650,USD: USD,3: thousands,,National authorities,Converted 0.5816 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,42402,USD: USD,3: thousands,,National authorities,Converted 0.5638 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,43712,USD: USD,3: thousands,,National authorities,Converted 0.5415 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,33585,USD: USD,3: thousands,,National authorities,Converted 0.4749 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,37985,USD: USD,3: thousands,,National authorities,Converted 0.4513 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,49302,USD: USD,3: thousands,,National authorities,Converted 0.4533 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,49727,USD: USD,3: thousands,,National authorities,Converted 0.4471 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,56516,USD: USD,3: thousands,,National authorities,Converted 0.4368 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,TO: Tonga,EARN: Gross tourism earnings,USD: US Dollar,47008,USD: USD,3: thousands,,National authorities,Converted 0.4349 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,312,USD_POP: USD per person,,,National authorities,Converted 0.6485 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,469,USD_POP: USD per person,,,National authorities,Converted 0.7349 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,417,USD_POP: USD per person,,,National authorities,Converted 0.7029 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,364,USD_POP: USD per person,,,National authorities,Converted 0.6247 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,341,USD_POP: USD per person,,,National authorities,Converted 0.7205 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,458,USD_POP: USD per person,,,National authorities,Converted 0.79 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,542,USD_POP: USD per person,,,National authorities,Converted 0.8102 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,861,USD_POP: USD per person,,,National authorities,Converted 0.8201 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,623,USD_POP: USD per person,,,National authorities,Converted 0.8296 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,556,USD_POP: USD per person,,,National authorities,Converted 0.6974 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,565,USD_POP: USD per person,,,National authorities,Converted 0.6961 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,495,USD_POP: USD per person,,,National authorities,Converted 0.7105 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,582,USD_POP: USD per person,,,National authorities,Converted 0.6919 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,644,USD_POP: USD per person,,,National authorities,Converted 0.6588 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,NU: Niue,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,939,USD: USD,3: thousands,,National authorities,Converted 0.6485 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,1624,USD: USD,3: thousands,,National authorities,Converted 0.7349 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,1982,USD: USD,3: thousands,,National authorities,Converted 0.7029 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,1696,USD: USD,3: thousands,,National authorities,Converted 0.6247 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,2117,USD: USD,3: thousands,,National authorities,Converted 0.7205 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,2791,USD: USD,3: thousands,,National authorities,Converted 0.79 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,2735,USD: USD,3: thousands,,National authorities,Converted 0.8102 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,4415,USD: USD,3: thousands,,National authorities,Converted 0.8201 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,4769,USD: USD,3: thousands,,National authorities,Converted 0.8296 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,4565,USD: USD,3: thousands,,National authorities,Converted 0.6974 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,5040,USD: USD,3: thousands,,National authorities,Converted 0.6961 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,5725,USD: USD,3: thousands,,National authorities,Converted 0.7105 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,6114,USD: USD,3: thousands,,National authorities,Converted 0.6919 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,6577,USD: USD,3: thousands,,National authorities,Converted 0.6588 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,NU: Niue,EARN: Gross tourism earnings,USD: US Dollar,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1485,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1500,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1446,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1434,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1611,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1732,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1753,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1755,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1715,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1938,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1938,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1894,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1873,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1900,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,2132,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,2144,FJD_POP: Fiji Dollar per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,813000,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,823000,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,784000,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,888000,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,975300,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1194400,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1286500,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1300000,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1318200,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1512200,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1683400,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1823400,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,1924300,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,2010300,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,2065400,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FJ: Fiji,EARN: Gross tourism earnings,DOM: Domestic currency,314900,FJD: Fiji Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,3,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,3,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,5,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,2,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,19,PERCENT: percent,,,National authorities,Converted 0.5913 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,18,PERCENT: percent,,,National authorities,Converted 0.5776 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,17,PERCENT: percent,,,National authorities,Converted 0.621 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,19,PERCENT: percent,,,National authorities,Converted 0.6273 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,20,PERCENT: percent,,,National authorities,Converted 0.5107 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,24,PERCENT: percent,,,National authorities,Converted 0.5212 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,22,PERCENT: percent,,,National authorities,Converted 0.5584 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,22,PERCENT: percent,,,National authorities,Converted 0.5587 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,21,PERCENT: percent,,,National authorities,Converted 0.543 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,16,PERCENT: percent,,,National authorities,Converted 0.5298 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,17,PERCENT: percent,,,National authorities,Converted 0.4767 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,18,PERCENT: percent,,,National authorities,Converted 0.4774 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,17,PERCENT: percent,,,National authorities,Converted 0.4838 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,17,PERCENT: percent,,,National authorities,Converted 0.4791 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,17,PERCENT: percent,,,National authorities,Converted 0.4629 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,3,PERCENT: percent,,,National authorities,Converted 0.4611 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,77559,USD: USD,3: thousands,,National authorities,Converted 0.369 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,84766,USD: USD,3: thousands,,National authorities,Converted 0.3598 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,99536,USD: USD,3: thousands,,National authorities,Converted 0.3822 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,106661,USD: USD,3: thousands,,National authorities,Converted 0.3782 WST/USD
